4.0000 18.3316 28.2465 73.3262 0.5760 158.5800
6.0000 16.1359 35.7666 96.8156 0.3481 126.9500
9.0000 9.8242 19.2933 88.4174 0.4435 148.3700
11.0000 6.4997 7.3464 71.4964 0.3328 276.4800
14.0000 6.6311 15.0798 92.8349 0.6564 391.0900
9.0000 9.2631 13.7639 83.3681 0.4530 179.7000
7.0000 19.5072 50.6389 136.5505 0.3619 276.7200
7.0000 6.1684 10.9855 43.1787 0.4112 330.2900
9.0000 24.4048 61.8711 219.6430 0.3285 583.8800
9.0000 22.4965 98.2286 202.4685 0.6084 1044.6000
6.0000 10.4120 13.6373 62.4720 0.2634 136.8700
9.0000 23.7003 46.9283 213.3026 1.0693 564.7200
6.0000 11.7697 25.7820 70.6181 0.3619 124.2400
7.0000 12.9272 20.1787 90.4903 0.5098 209.1800
13.0000 8.3783 22.6694 108.9182 0.8565 386.9000
6.0000 13.8183 19.9252 82.9097 0.1160 243.9000
5.0000 14.3841 27.2053 71.9206 0.3292 175.2400
6.0000 17.3655 23.7646 104.1932 0.6881 180.4400
4.0000 21.4427 29.9886 85.7707 0.5591 148.1100
8.0000 19.2390 47.5198 153.9120 1.2156 215.3100
10.0000 13.4902 63.7457 134.9021 0.5316 869.4300
6.0000 10.2586 17.9761 82.0687 0.2634 386.2900
8.0000 18.0859 35.8466 180.8589 1.2764 1845.3000
12.0000 8.0837 26.4709 113.1723 0.6855 791.0800
10.0000 10.6553 20.5715 106.5525 0.2489 234.8900
4.0000 9.4577 10.5909 37.8310 0.5760 203.1200
9.0000 5.9833 9.6423 53.8501 0.7610 346.1600
24.0000 6.0861 15.3968 146.0656 0.4596 2543.8000
4.0000 23.8884 34.2121 95.5537 0.5591 359.9200
6.5000 14.5692 55.6608 189.3995 0.3797 243.4800
12.0000 9.9581 17.5700 119.4969 0.4102 185.9200
8.0000 10.0532 16.2532 80.4254 0.3295 156.1600
8.0000 17.1699 34.1651 154.5293 0.4079 309.1100
6.0000 14.1870 34.3463 85.1222 0.8059 111.2300
6.0000 9.6907 14.9823 58.1443 0.0369 246.0200
7.0000 13.1377 29.1810 91.9642 0.0675 157.1100
7.0000 11.6246 31.1137 81.3722 0.5978 302.4200
12.0000 4.7448 7.2969 61.6818 0.3065 647.8600
7.0000 12.7641 21.9125 89.3486 0.4774 141.5600
9.0000 5.9834 10.1868 53.8508 0.4562 375.4800
12.0000 10.2293 23.4487 122.7519 0.1983 158.2800
11.0000 15.3790 37.6923 169.1688 0.3481 250.5500
5.0000 7.3440 8.2205 51.4077 0.1819 378.1100
6.0000 10.6968 35.6019 64.1810 0.9508 907.7000
10.0000 12.2392 23.5722 122.3916 0.5098 174.9700
5.0000 9.1504 21.7862 45.7518 0.7401 748.2400
7.0000 7.1712 13.1592 50.1983 0.5098 343.9700
9.0000 12.5541 23.6308 112.9866 0.8218 283.4700
5.0000 7.8172 10.7592 39.0862 0.1328 768.8700
12.0000 7.8641 13.5235 94.3692 0.3348 251.0500
4.0000 22.9053 51.1375 91.6214 0.7524 122.9400
4.0000 18.5698 28.1912 74.2793 0.5760 116.8000
7.0000 13.8295 38.2301 96.8067 0.9213 766.4300
5.0000 16.3210 29.9517 81.6052 0.7797 160.8900
6.0000 7.0644 12.5036 42.3861 0.7254 489.2600
12.0000 13.1582 33.4619 157.8982 0.3926 395.4000
8.0000 8.3666 10.0322 75.2993 0.4079 197.6200
9.0000 12.0316 33.8703 108.2846 0.5599 296.9100
4.0000 5.5152 14.0604 49.6366 0.7871 317.8300
7.0000 16.7799 22.9975 117.4596 0.2849 159.5200
9.0000 7.6491 9.5284 68.8420 0.2634 377.2400
2.0000 15.3266 8.9433 76.6330 0.0675 164.9100
8.0000 16.3897 42.4453 131.1180 0.7992 485.3200
7.0000 16.7096 35.2738 116.9674 0.9433 924.0500
5.0000 13.3169 14.8941 79.9015 0.4739 130.2100
12.0000 9.8867 27.0632 118.6403 0.0840 297.7700
10.0000 9.0916 30.8100 90.9156 0.3916 324.5100
5.0000 13.5032 18.2585 67.5160 0.6192 115.8700
5.0000 16.9675 36.6148 84.8373 0.8759 836.9300
9.0000 13.8555 31.5110 124.6995 0.7401 298.9600
9.0000 11.4638 20.4209 114.6379 0.1618 360.6400
6.0000 15.3710 35.1228 107.5971 0.6063 238.4900
5.0000 8.2091 19.2309 41.0454 0.9248 726.6600
14.0000 7.5653 10.4649 105.9147 0.3553 362.3900
6.0000 13.6135 19.3073 81.6812 0.1650 211.4200
5.5000 6.7855 11.2778 74.6405 0.5400 434.6000
7.0000 9.1263 15.1168 63.8840 0.6597 163.4900
9.0000 6.9790 10.5905 62.8112 0.4477 295.4100
7.0000 12.2660 20.6988 85.8623 0.6587 397.9400
13.0000 8.5078 15.7336 110.6008 0.7425 221.3500
5.0000 4.9048 10.6725 53.9530 0.3065 636.8900
5.0000 12.8326 19.9137 64.1632 0.7684 116.0900
7.0000 9.3147 12.3006 93.1469 0.6253 1233.4000
7.0000 11.2269 27.1599 78.5883 0.7168 137.3700
4.0000 11.4768 16.6623 45.9071 0.9537 405.9000
9.0000 8.2456 39.7490 90.7019 0.1840 355.1100
8.0000 12.7824 24.9301 102.2594 0.4112 290.8900
9.0000 3.8234 8.1882 34.4108 0.9205 666.2200
5.0000 10.8409 21.3415 54.2045 0.0369 293.0900
9.0000 9.7125 19.0705 87.4125 0.4112 203.0400
4.0000 6.7223 8.5303 26.8892 0.6084 314.5600
13.0000 11.2441 35.2733 146.1735 0.5553 1156.5000
6.0000 11.7845 27.0969 70.7070 0.4774 162.4000
13.0000 8.7218 19.8147 113.3829 0.1740 176.8000
5.0000 7.9628 21.9670 39.8142 0.5266 121.9000
11.0000 7.7393 20.9276 85.1322 0.2136 458.8300
6.0000 14.7618 20.7344 88.5707 0.1650 327.5800
10.0000 8.6439 13.5772 86.4394 0.8651 701.5700
10.0000 12.5827 27.8842 125.8266 0.1328 363.8300
10.0000 11.1363 18.8603 122.4998 0.9598 173.7700
6.0000 12.7794 7.1875 102.2354 0.1819 278.5800
8.0000 10.9839 16.5199 98.8550 0.2634 228.6100
5.0000 18.5593 43.7163 92.7967 0.5848 351.7400
9.0000 5.5980 7.0182 55.9796 0.2558 257.0500
6.0000 12.1288 21.0673 72.7729 0.2629 124.5100
11.0000 14.6684 46.4482 161.3522 0.9853 216.2600
12.0000 11.5475 27.0068 138.5696 0.3061 317.8500
7.0000 11.3403 23.0427 79.3824 0.5342 788.5500
